date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:16:42	214608/214608	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
20:16:42	214448/214448	---M--	200	added ('OK')	font/ttf	date:Mon,%2027%20Nov%202023%2017:57:40%20GMT	https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from https://ayeshaakamal.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
20:16:42	613/613	---M-Z	200	added ('OK')	text/css	date:Tue,%2028%20Nov%202023%2000:22:02%20GMT	https://ayeshaakamal.com/wp-content/uploads/elementor/css/post-3482.css?ver=1701130922	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/elementor/css/post-3482aa94.css	(from https://ayeshaakamal.com/paintings/)
20:16:44	50477/50477	---M--	200	added ('OK')	application/json	etag:%22337-1701544604;;;%22	https://ayeshaakamal.com/wp-json/wp/v2/pages/3482	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-json/wp/v2/pages/3482.json	(from https://ayeshaakamal.com/paintings/)
20:16:44	2078/2078	---M--	200	added ('OK')	application/json	etag:%22338-1701544605;;;%22	https://ayeshaakamal.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fayeshaakamal.com%2Fpaintings%2F	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-json/oembed/1.0/embed6934.json	(from https://ayeshaakamal.com/paintings/)
20:16:45	2238/2238	---M-Z	200	added ('OK')	text/xml	etag:%22339-1701544606;gz%22	https://ayeshaakamal.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fayeshaakamal.com%2Fpaintings%2F&format=xml	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-json/oembed/1.0/embed943c	(from https://ayeshaakamal.com/paintings/)
20:16:46	110948/110948	---M-Z	200	added ('OK')	text/html	etag:%22267-1701273138;gz%22	https://ayeshaakamal.com/availablepaintings/	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/availablepaintings/index.html	(from https://ayeshaakamal.com/paintings/)
20:16:49	229911/229911	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202023%2020:31:36%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/IMG_202304190128100-1024x654.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/IMG_202304190128100-1024x654.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:49	276489/276489	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Jun%202023%2013:16:24%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/06/IMG_202306222135232-768x915.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/06/IMG_202306222135232-768x915.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:51	257673/257673	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20May%202022%2019:13:01%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/2022_05_19_18_37_IMG_1298-1024x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/2022_05_19_18_37_IMG_1298-1024x1024.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:51	273087/273087	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202023%2018:04:58%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/06/IMG_4080-1024x643.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/06/IMG_4080-1024x643.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:51	166219/166219	---M--	200	added ('OK')	image/jpeg	date:Tue,%2027%20Jun%202023%2018:06:06%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/06/IMG_7868-1024x566.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/06/IMG_7868-1024x566.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:52	368664/368664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Mar%202022%2021:37:21%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/2022_01_29_10_35_IMG_2841-1024x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/2022_01_29_10_35_IMG_2841-1024x1024.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:54	294845/294845	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2012:05:45%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/07/IMG_202307031641114-1024x758.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/07/IMG_202307031641114-1024x758.jpg	(from https://ayeshaakamal.com/paintings/)
20:16:59	1325061/1325061	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2012:08:43%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/07/IMG_9566-scaled.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/07/IMG_9566-scaled.jpg	(from https://ayeshaakamal.com/paintings/)
20:17:04	301567/301567	---M--	200	added ('OK')	image/jpeg	date:Sat,%2017%20Jun%202023%2013:53:41%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/06/IMG_0687-849x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/06/IMG_0687-849x1024.jpg	(from https://ayeshaakamal.com/paintings/)
20:17:06	391987/391987	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Aug%202022%2020:17:17%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/IMG_2419-1024x1024.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/IMG_2419-1024x1024.jpg	(from https://ayeshaakamal.com/paintings/)
20:17:25	754042/754042	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Jul%202023%2012:09:05%20GMT	https://ayeshaakamal.com/wp-content/uploads/2023/07/IMG_2023070316411136.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2023/07/IMG_2023070316411136.jpg	(from https://ayeshaakamal.com/paintings/)
20:17:30	164641/164641	---M--	200	added ('OK')	image/jpeg	date:Tue,%2025%20Jan%202022%2019:36:11%20GMT	https://ayeshaakamal.com/wp-content/uploads/2021/04/2021_08_26_16_24_IMG_2756-1-1024x499.jpg	C:/Users/hp/Desktop/Mine/calligraphiy/ayeshaakamal.com/wp-content/uploads/2021/04/2021_08_26_16_24_IMG_2756-1-1024x499.jpg	(from https://ayeshaakamal.com/paintings/)
